"Num","Bib","Gender","Age","Time5k","OfficialTime","Result"
255,3,1,60,1066,9832,9661
256,3,1,60,1974,18786,17872
257,3,1,60,1562,13500,14130
258,3,1,60,1344,11674,12255
259,3,1,60,1460,12979,13304
260,3,1,60,1579,13834,14236
261,3,1,60,1409,11904,12784
262,3,1,60,1429,15430,13008
263,3,1,60,1436,13715,13042
264,3,1,60,1882,18047,16996
265,3,1,60,2067,19825,18692
266,3,1,60,1398,12095,12686
267,3,1,60,1317,13310,11883
268,3,1,60,1606,13898,14660
269,3,1,60,1096,10247,10067
270,3,1,60,1793,17510,16201
271,3,1,60,1313,14774,12021
272,3,1,60,1385,14215,12537
273,3,1,60,1550,13724,14083
274,3,1,60,1296,11479,11825
275,3,1,60,1367,12497,12402
276,3,1,60,1855,21090,16820
277,3,1,60,1365,12742,12365
278,3,1,60,1562,13112,14142
279,3,1,60,1628,12857,14813
280,3,1,60,1502,13812,13633
281,3,1,60,1270,11050,11623
282,3,1,60,1463,13373,13257
283,3,1,60,1309,11555,11922
284,3,1,60,1683,15356,15291
285,3,1,60,1352,12079,12318
286,3,1,60,1337,11306,12225
287,3,1,60,1413,13680,12782
288,3,1,60,1480,20227,13468
289,3,1,60,1537,14459,13966
290,3,1,60,1920,16452,17404
291,3,1,60,1201,10563,10947
292,3,1,60,1447,12119,13095
293,3,1,60,1626,14611,14767
294,3,1,60,1380,13012,12519
295,3,1,60,1215,10352,11081
296,3,1,60,1462,13199,13279
297,3,1,60,1181,10265,10776
298,3,1,60,1622,13232,14746
299,3,1,60,1278,11930,11651
300,3,1,60,1691,14335,15385
301,3,1,60,1163,10183,10560
302,3,1,60,1223,10182,11234
303,3,1,60,1592,15416,14469
304,3,1,60,1327,13170,12011
305,3,1,60,1214,11399,11137
306,3,1,60,1696,13520,15381
307,3,1,60,1237,13021,11280
308,3,1,60,1139,11398,10426
309,3,1,60,1523,13142,13903
310,3,1,60,1418,12523,12888
311,3,1,60,1273,11117,11642
312,3,1,60,1607,14315,14655
313,3,1,60,1338,13063,12189
314,3,1,60,1566,14359,14267
315,3,1,60,1264,10726,11568
316,3,1,60,1467,14278,13367
317,3,1,60,1619,13306,14769
318,3,1,60,1892,18377,17142
319,3,1,60,1568,17354,14278
320,3,1,60,1238,11414,11273
321,3,1,60,1603,14712,14584
322,3,1,60,1535,16174,13930
323,3,1,60,1503,16526,13761
324,3,1,60,1295,12538,11818
325,3,1,60,1555,17253,14136
326,3,1,60,1331,11981,12132
327,3,1,60,1487,13235,13485
328,3,1,60,1488,15008,13617
329,3,1,60,1652,14109,14990
330,3,1,60,1953,20939,17681
331,3,1,60,1596,14993,14468
332,3,1,60,1559,15217,14200
333,3,1,60,1627,13945,14874
334,3,1,60,1377,12441,12576
335,3,1,60,1584,14054,14426
336,3,1,60,1428,13411,13010
337,3,1,60,1643,15969,14931
